county,livestock_sub_category,livestock_name,livestock_age,production_system,male_livestock_count,female_livestock_count,total_livestock_count
BARINGO,Meat goats (Chevon),Small East African Goats,2-4yrs,Pastoralism,10773,26987,37760
BARINGO,Meat goats (Chevon),Small East African Goats,2-4yrs,Ranching,20,93,113
BARINGO,Meat goats (Chevon),Small East African Goats,2-4yrs,Rotational grazing/paddocking,156,499,655
BARINGO,Meat goats (Chevon),Small East African Goats,2-4yrs,Semi zero grazing,60,159,219
BARINGO,Meat goats (Chevon),Small East African Goats,2-4yrs,Tethering,219,1154,1373
BARINGO,Meat goats (Chevon),Small East African Goats,2-4yrs,Zero grazing,11,48,59
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Communal grazing,7290,10354,17644
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Free Range,7777,12494,20271
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Pastoralism,4903,6563,11466
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Ranching,0,5,5
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Rotational grazing/paddocking,184,264,448
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Semi zero grazing,55,137,192
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Tethering,159,275,434
BARINGO,Meat goats (Chevon),Small East African Goats,2-6 months,Zero grazing,11,16,27
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Communal grazing,1524,2357,3881
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Free Range,2259,3264,5523
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Pastoralism,1881,2466,4347
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Ranching,3,5,8
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Rotational grazing/paddocking,23,69,92
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Semi zero grazing,1,2,3
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Tethering,27,42,69
BARINGO,Meat goats (Chevon),Small East African Goats,3-8 weeks,Zero grazing,3,11,14
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Communal grazing,10499,36406,46905
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Free Range,11498,40951,52449
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Pastoralism,10263,41710,51973
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Ranching,34,144,178
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Rotational grazing/paddocking,12,63,75
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Semi zero grazing,8,56,64
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Tethering,52,265,317
BARINGO,Meat goats (Chevon),Small East African Goats,4yrs or older,Zero grazing,4,10,14
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Communal grazing,8920,12604,21524
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Free Range,9900,16458,26358
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Pastoralism,7618,11529,19147
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Ranching,8,15,23
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Rotational grazing/paddocking,226,328,554
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Semi zero grazing,210,518,728
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Tethering,138,348,486
BARINGO,Meat goats (Chevon),Small East African Goats,6-12 months,Zero grazing,29,46,75
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Communal grazing,3574,5440,9014
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Free Range,4015,6001,10016
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Pastoralism,2604,5423,8027
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Ranching,2,6,8
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Rotational grazing/paddocking,67,93,160
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Semi zero grazing,2,2,4
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Tethering,57,133,190
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 2 months,Zero grazing,2,10,12
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Communal grazing,463,603,1066
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Free Range,1304,2305,3609
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Pastoralism,250,264,514
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Ranching,2,1,3
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Rotational grazing/paddocking,12,22,34
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Semi zero grazing,0,2,2
BARINGO,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Tethering,6,14,20
BARINGO,Meat goats (Chevon),Somali Goat,1-2 years,Communal grazing,68,120,188
BARINGO,Meat goats (Chevon),Somali Goat,1-2 years,Free Range,270,739,1009
BARINGO,Meat goats (Chevon),Somali Goat,1-2 years,Pastoralism,75,311,386
BARINGO,Meat goats (Chevon),Somali Goat,1-2 years,Rotational grazing/paddocking,8,13,21
BARINGO,Meat goats (Chevon),Somali Goat,1-2 years,Semi zero grazing,1,9,10
BARINGO,Meat goats (Chevon),Somali Goat,1-2 years,Tethering,4,43,47
BARINGO,Meat goats (Chevon),Somali Goat,1-2 years,Zero grazing,1,0,1
BARINGO,Meat goats (Chevon),Somali Goat,2-4yrs,Communal grazing,127,242,369
BARINGO,Meat goats (Chevon),Somali Goat,2-4yrs,Free Range,126,426,552
BARINGO,Meat goats (Chevon),Somali Goat,2-4yrs,Pastoralism,117,546,663
BARINGO,Meat goats (Chevon),Somali Goat,2-4yrs,Rotational grazing/paddocking,17,52,69
BARINGO,Meat goats (Chevon),Somali Goat,2-4yrs,Semi zero grazing,10,35,45
BARINGO,Meat goats (Chevon),Somali Goat,2-4yrs,Tethering,7,176,183
BARINGO,Meat goats (Chevon),Somali Goat,2-6 months,Communal grazing,21,16,37
BARINGO,Meat goats (Chevon),Somali Goat,2-6 months,Free Range,62,129,191
BARINGO,Meat goats (Chevon),Somali Goat,2-6 months,Pastoralism,38,63,101
BARINGO,Meat goats (Chevon),Somali Goat,2-6 months,Semi zero grazing,10,15,25
BARINGO,Meat goats (Chevon),Somali Goat,2-6 months,Tethering,3,0,3
BARINGO,Meat goats (Chevon),Somali Goat,3-8 weeks,Communal grazing,15,33,48
BARINGO,Meat goats (Chevon),Somali Goat,3-8 weeks,Free Range,11,27,38
BARINGO,Meat goats (Chevon),Somali Goat,3-8 weeks,Pastoralism,53,83,136
BARINGO,Meat goats (Chevon),Somali Goat,3-8 weeks,Rotational grazing/paddocking,15,20,35
BARINGO,Meat goats (Chevon),Somali Goat,3-8 weeks,Tethering,3,5,8
BARINGO,Meat goats (Chevon),Somali Goat,4yrs or older,Communal grazing,39,132,171
BARINGO,Meat goats (Chevon),Somali Goat,4yrs or older,Free Range,69,152,221
BARINGO,Meat goats (Chevon),Somali Goat,4yrs or older,Pastoralism,89,317,406
BARINGO,Meat goats (Chevon),Somali Goat,4yrs or older,Rotational grazing/paddocking,4,12,16
BARINGO,Meat goats (Chevon),Somali Goat,4yrs or older,Tethering,2,18,20
BARINGO,Meat goats (Chevon),Somali Goat,6-12 months,Communal grazing,26,26,52
BARINGO,Meat goats (Chevon),Somali Goat,6-12 months,Free Range,62,131,193
BARINGO,Meat goats (Chevon),Somali Goat,6-12 months,Pastoralism,66,123,189
BARINGO,Meat goats (Chevon),Somali Goat,6-12 months,Rotational grazing/paddocking,9,10,19
BARINGO,Meat goats (Chevon),Somali Goat,6-12 months,Semi zero grazing,11,24,35
BARINGO,Meat goats (Chevon),Somali Goat,6-12 months,Tethering,1,4,5
BARINGO,Meat goats (Chevon),Somali Goat,Less than 2 months,Communal grazing,12,24,36
BARINGO,Meat goats (Chevon),Somali Goat,Less than 2 months,Free Range,33,554,587
BARINGO,Meat goats (Chevon),Somali Goat,Less than 2 months,Pastoralism,35,49,84
BARINGO,Meat goats (Chevon),Somali Goat,Less than 2 months,Tethering,1,4,5
BARINGO,Meat goats (Chevon),Somali Goat,Less than 3 weeks,Communal grazing,2,0,2
BARINGO,Meat goats (Chevon),Somali Goat,Less than 3 weeks,Free Range,7,15,22
BARINGO,Meat goats (Chevon),Somali Goat,Less than 3 weeks,Pastoralism,4,2,6
BARINGO,Meat goats (Chevon),Somali Goat,Less than 3 weeks,Rotational grazing/paddocking,4,3,7
BOMET,Dairy Goat,Kenyan Alpine,1-2 years,Communal grazing,32,20,52
BOMET,Dairy Goat,Kenyan Alpine,1-2 years,Free Range,79,344,423
BOMET,Dairy Goat,Kenyan Alpine,1-2 years,Ranching,3,4,7
BOMET,Dairy Goat,Kenyan Alpine,1-2 years,Rotational grazing/paddocking,18,40,58
BOMET,Dairy Goat,Kenyan Alpine,1-2 years,Semi zero grazing,0,5,5
BOMET,Dairy Goat,Kenyan Alpine,1-2 years,Tethering,85,477,562
BOMET,Dairy Goat,Kenyan Alpine,1-2 years,Zero grazing,2,15,17
BOMET,Dairy Goat,Kenyan Alpine,2-4yrs,Communal grazing,16,30,46
BOMET,Dairy Goat,Kenyan Alpine,2-4yrs,Free Range,40,208,248
BOMET,Dairy Goat,Kenyan Alpine,2-4yrs,Ranching,1,3,4
BOMET,Dairy Goat,Kenyan Alpine,2-4yrs,Rotational grazing/paddocking,4,31,35
BOMET,Dairy Goat,Kenyan Alpine,2-4yrs,Semi zero grazing,2,16,18
BOMET,Dairy Goat,Kenyan Alpine,2-4yrs,Tethering,53,423,476
BOMET,Dairy Goat,Kenyan Alpine,2-4yrs,Zero grazing,3,8,11
BOMET,Dairy Goat,Kenyan Alpine,2-6 months,Communal grazing,19,23,42
BOMET,Dairy Goat,Kenyan Alpine,2-6 months,Free Range,26,57,83
BOMET,Dairy Goat,Kenyan Alpine,2-6 months,Ranching,0,8,8
BOMET,Dairy Goat,Kenyan Alpine,2-6 months,Rotational grazing/paddocking,9,16,25
BOMET,Dairy Goat,Kenyan Alpine,2-6 months,Semi zero grazing,3,10,13
BOMET,Dairy Goat,Kenyan Alpine,2-6 months,Tethering,45,106,151
BOMET,Dairy Goat,Kenyan Alpine,2-6 months,Zero grazing,0,3,3
BOMET,Dairy Goat,Kenyan Alpine,3-8 weeks,Communal grazing,2,3,5
BOMET,Dairy Goat,Kenyan Alpine,3-8 weeks,Free Range,2,2,4
BOMET,Dairy Goat,Kenyan Alpine,3-8 weeks,Rotational grazing/paddocking,1,4,5
BOMET,Dairy Goat,Kenyan Alpine,3-8 weeks,Tethering,10,8,18
BOMET,Dairy Goat,Kenyan Alpine,4yrs or older,Free Range,9,46,55
BOMET,Dairy Goat,Kenyan Alpine,4yrs or older,Rotational grazing/paddocking,3,16,19
BOMET,Dairy Goat,Kenyan Alpine,4yrs or older,Semi zero grazing,1,60,61
BOMET,Dairy Goat,Kenyan Alpine,4yrs or older,Tethering,23,158,181
BOMET,Dairy Goat,Kenyan Alpine,4yrs or older,Zero grazing,2,10,12
BOMET,Dairy Goat,Kenyan Alpine,6-12 months,Communal grazing,26,49,75
BOMET,Dairy Goat,Kenyan Alpine,6-12 months,Free Range,52,256,308
BOMET,Dairy Goat,Kenyan Alpine,6-12 months,Rotational grazing/paddocking,13,32,45
BOMET,Dairy Goat,Kenyan Alpine,6-12 months,Semi zero grazing,4,6,10
BOMET,Dairy Goat,Kenyan Alpine,6-12 months,Tethering,42,187,229
BOMET,Dairy Goat,Kenyan Alpine,6-12 months,Zero grazing,0,5,5
BOMET,Dairy Goat,Kenyan Alpine,Less than 2 months,Communal grazing,7,8,15
BOMET,Dairy Goat,Kenyan Alpine,Less than 2 months,Free Range,8,23,31
BOMET,Dairy Goat,Kenyan Alpine,Less than 2 months,Tethering,21,42,63
BOMET,Dairy Goat,Kenyan Alpine,Less than 2 months,Zero grazing,2,2,4
BOMET,Dairy Goat,Kenyan Alpine,Less than 3 weeks,Free Range,6,3,9
BOMET,Dairy Goat,Kenyan Alpine,Less than 3 weeks,Tethering,9,10,19
BOMET,Dairy Goat,Saanen,1-2 years,Free Range,21,211,232
BOMET,Dairy Goat,Saanen,1-2 years,Rotational grazing/paddocking,1,15,16
BOMET,Dairy Goat,Saanen,1-2 years,Semi zero grazing,0,9,9
BOMET,Dairy Goat,Saanen,1-2 years,Tethering,41,335,376
BOMET,Dairy Goat,Saanen,1-2 years,Zero grazing,0,4,4
BOMET,Dairy Goat,Saanen,2-4yrs,Communal grazing,4,20,24
BOMET,Dairy Goat,Saanen,2-4yrs,Free Range,12,135,147
BOMET,Dairy Goat,Saanen,2-4yrs,Rotational grazing/paddocking,1,16,17
BOMET,Dairy Goat,Saanen,2-4yrs,Semi zero grazing,3,10,13
BOMET,Dairy Goat,Saanen,2-4yrs,Tethering,38,296,334
BOMET,Dairy Goat,Saanen,2-4yrs,Zero grazing,0,3,3
BOMET,Dairy Goat,Saanen,2-6 months,Free Range,4,32,36
BOMET,Dairy Goat,Saanen,2-6 months,Rotational grazing/paddocking,0,1,1
BOMET,Dairy Goat,Saanen,2-6 months,Tethering,28,81,109
BOMET,Dairy Goat,Saanen,3-8 weeks,Free Range,1,3,4
BOMET,Dairy Goat,Saanen,3-8 weeks,Tethering,10,20,30
BOMET,Dairy Goat,Saanen,4yrs or older,Free Range,5,24,29
BOMET,Dairy Goat,Saanen,4yrs or older,Rotational grazing/paddocking,0,7,7
BOMET,Dairy Goat,Saanen,4yrs or older,Tethering,5,39,44
BOMET,Dairy Goat,Saanen,4yrs or older,Zero grazing,0,1,1
BOMET,Dairy Goat,Saanen,6-12 months,Free Range,23,77,100
BOMET,Dairy Goat,Saanen,6-12 months,Pastoralism,5,15,20
BOMET,Dairy Goat,Saanen,6-12 months,Rotational grazing/paddocking,1,11,12
BOMET,Dairy Goat,Saanen,6-12 months,Semi zero grazing,1,4,5
BOMET,Dairy Goat,Saanen,6-12 months,Tethering,23,176,199
BOMET,Dairy Goat,Saanen,Less than 2 months,Free Range,10,28,38
BOMET,Dairy Goat,Saanen,Less than 2 months,Rotational grazing/paddocking,1,2,3
BOMET,Dairy Goat,Saanen,Less than 2 months,Semi zero grazing,0,1,1
BOMET,Dairy Goat,Saanen,Less than 2 months,Tethering,10,71,81
BOMET,Dairy Goat,Saanen,Less than 3 weeks,Tethering,1,1,2
BOMET,Dairy Goat,Toggen burg,1-2 years,Communal grazing,7,13,20
BOMET,Dairy Goat,Toggen burg,1-2 years,Free Range,52,213,265
BOMET,Dairy Goat,Toggen burg,1-2 years,Rotational grazing/paddocking,14,53,67
BOMET,Dairy Goat,Toggen burg,1-2 years,Semi zero grazing,16,49,65
BOMET,Dairy Goat,Toggen burg,1-2 years,Tethering,43,286,329
BOMET,Dairy Goat,Toggen burg,1-2 years,Zero grazing,3,4,7
BOMET,Dairy Goat,Toggen burg,2-4yrs,Communal grazing,12,18,30
BOMET,Dairy Goat,Toggen burg,2-4yrs,Free Range,16,132,148
BOMET,Dairy Goat,Toggen burg,2-4yrs,Pastoralism,0,20,20
BOMET,Dairy Goat,Toggen burg,2-4yrs,Rotational grazing/paddocking,16,83,99
BOMET,Dairy Goat,Toggen burg,2-4yrs,Semi zero grazing,5,20,25
BOMET,Dairy Goat,Toggen burg,2-4yrs,Tethering,40,280,320
BOMET,Dairy Goat,Toggen burg,2-4yrs,Zero grazing,0,6,6
BOMET,Dairy Goat,Toggen burg,2-6 months,Communal grazing,2,0,2
BOMET,Dairy Goat,Toggen burg,2-6 months,Free Range,11,21,32
BOMET,Dairy Goat,Toggen burg,2-6 months,Rotational grazing/paddocking,3,15,18
BOMET,Dairy Goat,Toggen burg,2-6 months,Semi zero grazing,0,5,5
BOMET,Dairy Goat,Toggen burg,2-6 months,Tethering,36,77,113
BOMET,Dairy Goat,Toggen burg,2-6 months,Zero grazing,0,1,1
BOMET,Dairy Goat,Toggen burg,3-8 weeks,Free Range,1,1,2
BOMET,Dairy Goat,Toggen burg,3-8 weeks,Tethering,5,2,7
BOMET,Dairy Goat,Toggen burg,4yrs or older,Communal grazing,2,3,5
BOMET,Dairy Goat,Toggen burg,4yrs or older,Free Range,6,62,68
BOMET,Dairy Goat,Toggen burg,4yrs or older,Rotational grazing/paddocking,3,10,13
BOMET,Dairy Goat,Toggen burg,4yrs or older,Semi zero grazing,4,8,12
BOMET,Dairy Goat,Toggen burg,4yrs or older,Tethering,7,86,93
BOMET,Dairy Goat,Toggen burg,4yrs or older,Zero grazing,0,2,2
BOMET,Dairy Goat,Toggen burg,6-12 months,Communal grazing,20,41,61
BOMET,Dairy Goat,Toggen burg,6-12 months,Free Range,15,45,60
BOMET,Dairy Goat,Toggen burg,6-12 months,Pastoralism,0,5,5
BOMET,Dairy Goat,Toggen burg,6-12 months,Rotational grazing/paddocking,2,11,13
BOMET,Dairy Goat,Toggen burg,6-12 months,Semi zero grazing,6,37,43
BOMET,Dairy Goat,Toggen burg,6-12 months,Tethering,27,102,129
BOMET,Dairy Goat,Toggen burg,Less than 2 months,Free Range,5,13,18
BOMET,Dairy Goat,Toggen burg,Less than 2 months,Rotational grazing/paddocking,0,3,3
BOMET,Dairy Goat,Toggen burg,Less than 2 months,Semi zero grazing,2,4,6
BOMET,Dairy Goat,Toggen burg,Less than 2 months,Tethering,16,30,46
BOMET,Dairy Goat,Toggen burg,Less than 2 months,Zero grazing,0,1,1
BOMET,Dairy Goat,Toggen burg,Less than 3 weeks,Free Range,3,1,4
BOMET,Dairy Goat,Toggen burg,Less than 3 weeks,Semi zero grazing,0,2,2
BOMET,Dairy Goat,Toggen burg,Less than 3 weeks,Tethering,5,12,17
BOMET,Meat goats (Chevon),Boer,1-2 years,Communal grazing,10,20,30
BOMET,Meat goats (Chevon),Boer,1-2 years,Free Range,4,19,23
BOMET,Meat goats (Chevon),Boer,1-2 years,Rotational grazing/paddocking,4,15,19
BOMET,Meat goats (Chevon),Boer,1-2 years,Tethering,5,29,34
BOMET,Meat goats (Chevon),Boer,2-4yrs,Free Range,0,4,4
BOMET,Meat goats (Chevon),Boer,2-4yrs,Rotational grazing/paddocking,1,9,10
BOMET,Meat goats (Chevon),Boer,2-4yrs,Tethering,2,15,17
BOMET,Meat goats (Chevon),Boer,2-6 months,Rotational grazing/paddocking,0,1,1
BOMET,Meat goats (Chevon),Boer,2-6 months,Tethering,2,5,7
BOMET,Meat goats (Chevon),Boer,4yrs or older,Communal grazing,7,15,22
BOMET,Meat goats (Chevon),Boer,4yrs or older,Free Range,1,2,3
BOMET,Meat goats (Chevon),Boer,4yrs or older,Rotational grazing/paddocking,0,5,5
BOMET,Meat goats (Chevon),Boer,4yrs or older,Tethering,1,3,4
BOMET,Meat goats (Chevon),Boer,6-12 months,Communal grazing,2,0,2
BOMET,Meat goats (Chevon),Boer,6-12 months,Free Range,0,9,9
BOMET,Meat goats (Chevon),Boer,6-12 months,Rotational grazing/paddocking,1,4,5
BOMET,Meat goats (Chevon),Boer,6-12 months,Semi zero grazing,1,1,2
BOMET,Meat goats (Chevon),Boer,6-12 months,Tethering,8,35,43
BOMET,Meat goats (Chevon),Boer,Less than 2 months,Tethering,0,1,1
BOMET,Meat goats (Chevon),Galla,1-2 years,Free Range,6,52,58
BOMET,Meat goats (Chevon),Galla,1-2 years,Rotational grazing/paddocking,0,3,3
BOMET,Meat goats (Chevon),Galla,1-2 years,Semi zero grazing,0,1,1
BOMET,Meat goats (Chevon),Galla,1-2 years,Tethering,28,113,141
BOMET,Meat goats (Chevon),Galla,2-4yrs,Communal grazing,1,7,8
BOMET,Meat goats (Chevon),Galla,2-4yrs,Free Range,9,63,72
BOMET,Meat goats (Chevon),Galla,2-4yrs,Rotational grazing/paddocking,3,12,15
BOMET,Meat goats (Chevon),Galla,2-4yrs,Tethering,12,138,150
BOMET,Meat goats (Chevon),Galla,2-6 months,Free Range,5,5,10
BOMET,Meat goats (Chevon),Galla,2-6 months,Rotational grazing/paddocking,3,4,7
BOMET,Meat goats (Chevon),Galla,2-6 months,Semi zero grazing,1,0,1
BOMET,Meat goats (Chevon),Galla,2-6 months,Tethering,16,28,44
BOMET,Meat goats (Chevon),Galla,3-8 weeks,Tethering,3,4,7
BOMET,Meat goats (Chevon),Galla,4yrs or older,Free Range,1,5,6
BOMET,Meat goats (Chevon),Galla,4yrs or older,Tethering,0,18,18
BOMET,Meat goats (Chevon),Galla,6-12 months,Free Range,4,18,22
BOMET,Meat goats (Chevon),Galla,6-12 months,Tethering,20,55,75
BOMET,Meat goats (Chevon),Galla,Less than 2 months,Free Range,4,7,11
BOMET,Meat goats (Chevon),Galla,Less than 2 months,Tethering,9,10,19
BOMET,Meat goats (Chevon),Galla,Less than 3 weeks,Tethering,0,2,2
BOMET,Meat goats (Chevon),Meat g,1-2 years,Communal grazing,19,61,80
BOMET,Meat goats (Chevon),Meat g,1-2 years,Free Range,20,168,188
BOMET,Meat goats (Chevon),Meat g,1-2 years,Ranching,2,6,8
BOMET,Meat goats (Chevon),Meat g,1-2 years,Rotational grazing/paddocking,7,32,39
BOMET,Meat goats (Chevon),Meat g,1-2 years,Semi zero grazing,3,4,7
BOMET,Meat goats (Chevon),Meat g,1-2 years,Tethering,20,134,154
BOMET,Meat goats (Chevon),Meat g,2-4yrs,Free Range,32,137,169
BOMET,Meat goats (Chevon),Meat g,2-4yrs,Ranching,10,23,33
BOMET,Meat goats (Chevon),Meat g,2-4yrs,Rotational grazing/paddocking,12,38,50
BOMET,Meat goats (Chevon),Meat g,2-4yrs,Semi zero grazing,2,8,10
BOMET,Meat goats (Chevon),Meat g,2-4yrs,Tethering,28,307,335
BOMET,Meat goats (Chevon),Meat g,2-6 months,Free Range,0,10,10
BOMET,Meat goats (Chevon),Meat g,2-6 months,Rotational grazing/paddocking,9,10,19
BOMET,Meat goats (Chevon),Meat g,2-6 months,Tethering,14,19,33
BOMET,Meat goats (Chevon),Meat g,3-8 weeks,Rotational grazing/paddocking,1,6,7
BOMET,Meat goats (Chevon),Meat g,3-8 weeks,Tethering,3,1,4
BOMET,Meat goats (Chevon),Meat g,4yrs or older,Free Range,5,16,21
BOMET,Meat goats (Chevon),Meat g,4yrs or older,Rotational grazing/paddocking,4,7,11
BOMET,Meat goats (Chevon),Meat g,4yrs or older,Tethering,8,38,46
BOMET,Meat goats (Chevon),Meat g,6-12 months,Communal grazing,1,6,7
BOMET,Meat goats (Chevon),Meat g,6-12 months,Free Range,4,35,39
BOMET,Meat goats (Chevon),Meat g,6-12 months,Ranching,2,9,11
BOMET,Meat goats (Chevon),Meat g,6-12 months,Rotational grazing/paddocking,4,15,19
BOMET,Meat goats (Chevon),Meat g,6-12 months,Semi zero grazing,4,2,6
BOMET,Meat goats (Chevon),Meat g,6-12 months,Tethering,7,47,54
BOMET,Meat goats (Chevon),Meat g,Less than 2 months,Free Range,0,1,1
BOMET,Meat goats (Chevon),Meat g,Less than 2 months,Ranching,2,2,4
BOMET,Meat goats (Chevon),Meat g,Less than 2 months,Rotational grazing/paddocking,1,3,4
BOMET,Meat goats (Chevon),Meat g,Less than 2 months,Tethering,12,6,18
BOMET,Meat goats (Chevon),Meat g,Less than 3 weeks,Free Range,0,1,1
BOMET,Meat goats (Chevon),Meat g,Less than 3 weeks,Tethering,1,0,1
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Communal grazing,38,110,148
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Free Range,87,373,460
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Pastoralism,3,2,5
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Ranching,0,2,2
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Rotational grazing/paddocking,32,179,211
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Semi zero grazing,1,8,9
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Tethering,105,546,651
BOMET,Meat goats (Chevon),Other Goat,1-2 years,Zero grazing,4,7,11
BOMET,Meat goats (Chevon),Other Goat,2-4yrs,Communal grazing,29,224,253
BOMET,Meat goats (Chevon),Other Goat,2-4yrs,Free Range,70,458,528
BOMET,Meat goats (Chevon),Other Goat,2-4yrs,Ranching,1,8,9
BOMET,Meat goats (Chevon),Other Goat,2-4yrs,Rotational grazing/paddocking,30,123,153
BOMET,Meat goats (Chevon),Other Goat,2-4yrs,Semi zero grazing,5,19,24
BOMET,Meat goats (Chevon),Other Goat,2-4yrs,Tethering,78,657,735
BOMET,Meat goats (Chevon),Other Goat,2-4yrs,Zero grazing,2,3,5
BOMET,Meat goats (Chevon),Other Goat,2-6 months,Communal grazing,27,60,87
BOMET,Meat goats (Chevon),Other Goat,2-6 months,Free Range,50,147,197
BOMET,Meat goats (Chevon),Other Goat,2-6 months,Pastoralism,8,7,15
BOMET,Meat goats (Chevon),Other Goat,2-6 months,Rotational grazing/paddocking,26,30,56
BOMET,Meat goats (Chevon),Other Goat,2-6 months,Semi zero grazing,3,11,14
BOMET,Meat goats (Chevon),Other Goat,2-6 months,Tethering,44,94,138
BOMET,Meat goats (Chevon),Other Goat,3-8 weeks,Communal grazing,4,21,25
BOMET,Meat goats (Chevon),Other Goat,3-8 weeks,Free Range,7,13,20
BOMET,Meat goats (Chevon),Other Goat,3-8 weeks,Rotational grazing/paddocking,7,8,15
